15:09:57.801 1139 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mifa.cloud.voice.server.TestOpenApi], using SpringBootContextLoader
15:15:33.963 13639 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/download-file],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.DownLoadFileVO> com.mifa.cloud.voice.server.controller.common.UpDownFileController.downLoadFile(com.mifa.cloud.voice.server.commons.enums.FileTypeEnums,com.mifa.cloud.voice.server.commons.enums.BizTypeEnums)
15:15:33.964 13640 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/img-auth-code/],methods=[GET]}" onto public void com.mifa.cloud.voice.server.controller.common.VerficationCodeController.imageVerficationCode(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
15:15:33.965 13641 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/mobile-auth-code/],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.common.VerficationCodeController.mobileVerficationCode(com.mifa.cloud.voice.server.commons.dto.MobileVerficationCodeDTO)
15:15:33.965 13641 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/auth-code/mobile],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.common.VerficationCodeController.verifyMobileCode(com.mifa.cloud.voice.server.commons.dto.MobileAuthCodeVerifyDTO)
15:15:33.965 13641 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/auth-code/img],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.common.VerficationCodeController.retrievePasswordVerifyImgCode(com.mifa.cloud.voice.server.commons.dto.UserPwdImgCodeDTO)
15:15:33.965 13641 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/open-api/voice/api/v1/voice-notify],methods=[POST]}" onto public void com.mifa.cloud.voice.server.controller.openapi.OpenApiController.sendVoiceNotify(com.mifa.cloud.voice.server.commons.dto.OpenApiVoiceReqDto,org.apache.catalina.servlet4preview.http.HttpServletRequest)
15:15:33.968 13644 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/keyValue-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.util.List<com.mifa.cloud.voice.server.commons.dto.SystemkeyValueTypeVO>> com.mifa.cloud.voice.server.controller.system.SystemKeyValueController.getKeyValueListByType(java.lang.String,java.lang.String)
15:15:33.968 13644 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/keyValue],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.system.SystemKeyValueController.insertKeyValue(com.mifa.cloud.voice.server.commons.dto.SystemKeyValueDTO)
15:15:33.968 13644 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/keyValue],methods=[DELETE]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.system.SystemKeyValueController.deleteKeyValueById(java.lang.Long)
15:15:33.969 13645 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/authAudit-list],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.CustomerAuthAuditVO>> com.mifa.cloud.voice.server.controller.user.CustomerAuthAuditController.getAuthCheckList(com.mifa.cloud.voice.server.commons.dto.AuthCheckListDTO,java.lang.Integer,java.lang.Integer)
15:15:33.969 13645 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/customerRecharge-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.CustomerRechargeVO>> com.mifa.cloud.voice.server.controller.user.CustomerRechargeController.getRechargeList(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
15:15:33.970 13646 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/user-login],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.UserLoginVO> com.mifa.cloud.voice.server.controller.user.LoginController.login(com.mifa.cloud.voice.server.commons.dto.UserLoginDTO,javax.servlet.http.HttpServletRequest)
15:15:33.970 13646 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/user-logout],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.user.LoginController.logout(javax.servlet.http.HttpServletRequest)
15:15:33.971 13647 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/user],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.RegisterController.register(com.mifa.cloud.voice.server.commons.dto.UserRegisterDTO)
15:15:33.974 13650 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/person],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserAuthController.authPersion(com.mifa.cloud.voice.server.commons.dto.AuthPersionDTO)
15:15:33.974 13650 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/company],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserAuthController.authCompany(com.mifa.cloud.voice.server.commons.dto.AuthCompanyDTO)
15:15:33.975 13651 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/person-check/],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserAuthController.authPersonCheck(com.mifa.cloud.voice.server.commons.dto.AuthCheckDTO)
15:15:33.976 13652 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/company-check],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserAuthController.authCompanyCheck(com.mifa.cloud.voice.server.commons.dto.AuthCheckDTO)
15:15:33.976 13652 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/person/{contractNo}],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.AuthPersionDetailVO> com.mifa.cloud.voice.server.controller.user.UserAuthController.getPersonAuthDetail(java.lang.String)
15:15:33.976 13652 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/company/{contractNo}],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.AuthCompanyDetailVO> com.mifa.cloud.voice.server.controller.user.UserAuthController.getCompanyAuthDetail(java.lang.String)
15:15:33.978 13654 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user/{contractNo}],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.UserInfoVO> com.mifa.cloud.voice.server.controller.user.UserInfoController.getUserInfo(java.lang.String)
15:15:33.978 13654 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-avatar],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserInfoController.editAvatar(com.mifa.cloud.voice.server.commons.dto.UserEditAvatarDTO)
15:15:33.978 13654 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-mobile],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserInfoController.editMobileVerify(com.mifa.cloud.voice.server.commons.dto.UserEditMobileDTO)
15:15:33.979 13655 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-retrieve-password],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserPwdController.retrievePasswordModify(com.mifa.cloud.voice.server.commons.dto.UserRetrievePasswordDTO)
15:15:33.980 13656 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/user-edit-password],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Void> com.mifa.cloud.voice.server.controller.user.UserPwdController.editPassword(com.mifa.cloud.voice.server.commons.dto.UserEditPwdDTO)
15:15:33.981 13657 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/v2/api-docs],methods=[GET],produces=[application/json || application/hal+json]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)
15:15:33.983 13659 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
15:15:33.983 13659 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
15:15:33.983 13659 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
15:15:33.985 13661 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/hystrix]}" onto public java.lang.String org.springframework.cloud.netflix.hystrix.dashboard.HystrixDashboardController.home(org.springframework.ui.Model,org.springframework.web.context.request.WebRequest)
15:15:33.985 13661 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/hystrix/{path}]}" onto public java.lang.String org.springframework.cloud.netflix.hystrix.dashboard.HystrixDashboardController.monitor(java.lang.String,org.springframework.ui.Model,org.springframework.web.context.request.WebRequest)
15:15:33.987 13663 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
15:15:33.987 13663 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
15:15:34.141 13817 [main] INFO  c.n.c.s.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
15:15:34.149 13825 [main] INFO  c.n.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@5fe5f2f0
15:15:36.106 15782 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/resume || /resume.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
15:15:36.106 15782 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[POST]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.setStatus(java.lang.String)
15:15:36.106 15782 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[GET]}" onto public org.springframework.http.ResponseEntity org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.getStatus()
15:15:36.107 15783 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/jolokia/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.actuate.endpoint.mvc.JolokiaMvcEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
15:15:36.108 15784 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
15:15:36.108 15784 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/features || /features.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.109 15785 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
15:15:36.109 15785 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.110 15786 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
15:15:36.110 15786 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.112 15788 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
15:15:36.112 15788 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
15:15:36.112 15788 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.113 15789 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.113 15789 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/restart || /restart.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.restart.RestartMvcEndpoint.invoke()
15:15:36.114 15790 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.114 15790 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/hystrix.stream/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.cloud.netflix.endpoint.ServletWrappingEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
15:15:36.115 15791 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
15:15:36.115 15791 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
15:15:36.116 15792 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.116 15792 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
15:15:36.117 15793 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.117 15793 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/pause || /pause.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
15:15:36.117 15793 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/archaius || /archaius.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.118 15794 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.118 15794 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
15:15:36.119 15795 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:36.120 15796 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
15:15:36.120 15796 [main] INFO  o.s.b.a.e.m.EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
15:15:37.214 16890 [main] INFO  o.s.u.f.SpringTemplateLoader - SpringTemplateLoader for FreeMarker: using resource loader [org.springframework.web.context.support.GenericWebApplicationContext@6f8d7714: startup date [Tue May 15 15:15:22 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12] and template loader path [classpath:/templates/]
15:15:37.215 16891 [main] INFO  o.s.w.s.v.f.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
15:15:38.890 18566 [main] INFO  c.n.c.s.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
15:15:39.339 19015 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@6f8d7714: startup date [Tue May 15 15:15:22 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12
15:15:39.583 19259 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
15:15:39.583 19259 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
15:15:39.616 19292 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in controllerExceptionHandler
15:15:39.699 19375 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
15:15:43.980 23656 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: No access restrictor found, access to any MBean is allowed
15:15:43.985 23661 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: jolokia:type=Config is already registered. Adding it with jolokia:type=Config,uuid=193f1a9f-fba4-4238-99e1-539047c6e069, but you should revise your setup in order to either use a qualifier or ensure, that only a single agent gets registered (otherwise history functionality might not work)
15:15:43.985 23661 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: Cannot register (legacy) MBean handler for config store with name jmx4perl:type=Config since it already exists. This is the case if another agent has been already started within the same JVM. The registration is skipped.
15:15:43.985 23661 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: Jolokia Discovery MBean registration is skipped because there is already one registered.
15:15:44.052 23728 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase -2147482648
15:15:44.052 23728 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 0
15:15:44.052 23728 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 2147483647
15:15:44.052 23728 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
15:15:44.070 23746 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
15:15:44.081 23757 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
15:15:44.389 24065 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryContactListUsingGET_1
15:15:44.405 24081 [main] INFO  s.d.s.w.r.o.CachingOperationNameGenerator - Generating unique operation named: queryContactListUsingGET_2
15:15:44.754 24430 [main] INFO  o.s.c.n.h.HystrixCircuitBreakerConfiguration$HystrixMetricsPollerConfiguration - Starting poller
15:15:44.954 24630 [SimpleAsyncTaskExecutor-1] INFO  o.s.a.r.c.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#1d889bc4:0/SimpleConnection@6204142a [delegate=amqp://bmdb@192.168.2.181:5672/, localPort= 54352]
15:15:45.153 24829 [main] INFO  c.m.cloud.voice.server.TestOpenApi - Started TestOpenApi in 23.951 seconds (JVM running for 25.446)
15:15:45.274 24950 [main] INFO  c.m.cloud.voice.server.TestOpenApi - accountId:null ; authToken:cd9827f0fbb40c9ba91b961e1c9383f4
15:15:45.577 25253 [Thread-8] INFO  o.s.w.c.s.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@6f8d7714: startup date [Tue May 15 15:15:22 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@5bf8fa12
15:15:45.589 25265 [Thread-8] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
15:15:45.614 25290 [Thread-8] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application voice-server-api with eureka with status DOWN
15:15:45.666 25342 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
15:15:45.729 25405 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
15:15:45.729 25405 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
15:15:45.882 25558 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
15:15:45.882 25558 [Thread-8] INFO  c.n.d.p.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
15:15:46.102 25778 [Thread-8] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
15:15:46.119 25795 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
15:15:46.120 25796 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
15:15:46.120 25796 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
15:15:46.120 25796 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
15:15:46.120 25796 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
15:15:46.120 25796 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
15:15:46.120 25796 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
15:15:46.220 25896 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
15:15:46.220 25896 [Thread-8] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
15:15:46.222 25898 [Thread-8] INFO  c.n.d.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
